customer_code	commercial_portfolio	business_unit
1995	less affluent	retail_bank
1996	less affluent	retail_bank
1997	less affluent	retail_bank
1998	less affluent	retail_bank
1999	less affluent	retail_bank
2000	less affluent	retail_bank
2001	less affluent	retail_bank
2002	less affluent	retail_bank
2003	less affluent	retail_bank
2004	less affluent	retail_bank
2005	less affluent	retail_bank
2006	less affluent	retail_bank
2007	less affluent	retail_bank
2008	less affluent	retail_bank
2009	less affluent	retail_bank
2010	less affluent	retail_bank
2011	less affluent	retail_bank
2012	less affluent	retail_bank
2013	less affluent	retail_bank
2014	less affluent	retail_bank
2015	less affluent	retail_bank
2016	less affluent	retail_bank
2017	less affluent	retail_bank
2018	less affluent	retail_bank
2019	less affluent	retail_bank
2020	less affluent	retail_bank
2021	less affluent	retail_bank
2022	less affluent	retail_bank
2023	less affluent	retail_bank
2024	less affluent	retail_bank
2025	less affluent	retail_bank
2026	less affluent	retail_bank
2027	less affluent	retail_bank
2028	less affluent	retail_bank
2029	less affluent	retail_bank
2030	less affluent	retail_bank
2031	less affluent	retail_bank
2032	less affluent	retail_bank
2033	less affluent	retail_bank
2034	less affluent	retail_bank
2035	less affluent	retail_bank
2036	less affluent	retail_bank
2037	less affluent	retail_bank
2038	less affluent	retail_bank
2039	less affluent	retail_bank
2040	less affluent	retail_bank
2041	less affluent	retail_bank
2042	less affluent	retail_bank
2043	less affluent	retail_bank
2044	less affluent	retail_bank
2045	less affluent	retail_bank
2046	less affluent	retail_bank
2047	less affluent	retail_bank
2048	less affluent	retail_bank
2049	less affluent	retail_bank
2050	less affluent	retail_bank
2051	less affluent	retail_bank
2052	less affluent	retail_bank
2053	less affluent	retail_bank
2054	less affluent	retail_bank
2055	less affluent	retail_bank
2056	less affluent	retail_bank
2057	less affluent	retail_bank
2058	less affluent	retail_bank
2059	less affluent	retail_bank
2060	less affluent	retail_bank
2061	less affluent	retail_bank
2062	less affluent	retail_bank
2063	less affluent	retail_bank
2064	less affluent	retail_bank
2065	less affluent	retail_bank
2066	less affluent	retail_bank
2067	less affluent	retail_bank
2068	less affluent	retail_bank
2069	less affluent	retail_bank
2070	less affluent	retail_bank
2071	less affluent	retail_bank
2072	less affluent	retail_bank
2073	less affluent	retail_bank
2074	less affluent	retail_bank
2075	less affluent	retail_bank
2076	less affluent	retail_bank
2077	less affluent	retail_bank
2078	less affluent	retail_bank
2079	less affluent	retail_bank
2080	less affluent	retail_bank
2081	less affluent	retail_bank
2082	less affluent	retail_bank
2083	less affluent	retail_bank
2084	less affluent	retail_bank
2085	less affluent	retail_bank
2086	less affluent	retail_bank
2087	less affluent	retail_bank
2088	less affluent	retail_bank
2089	less affluent	retail_bank
2090	less affluent	retail_bank
2091	less affluent	retail_bank
2092	less affluent	retail_bank
2093	less affluent	retail_bank
2094	less affluent	retail_bank
2095	less affluent	retail_bank
2096	less affluent	retail_bank
2097	less affluent	retail_bank
2098	less affluent	retail_bank
2099	less affluent	retail_bank
2100	less affluent	retail_bank
2101	less affluent	retail_bank
2102	less affluent	retail_bank
2103	less affluent	retail_bank
2104	less affluent	retail_bank
2105	less affluent	retail_bank
2106	less affluent	retail_bank
2107	less affluent	retail_bank
2108	less affluent	retail_bank
2109	less affluent	retail_bank
2110	less affluent	retail_bank
2111	less affluent	retail_bank
2112	less affluent	retail_bank
2113	less affluent	retail_bank
2114	less affluent	retail_bank
2115	less affluent	retail_bank
2116	less affluent	retail_bank
2117	less affluent	retail_bank
2118	less affluent	retail_bank
2119	less affluent	retail_bank
2120	less affluent	retail_bank
2121	less affluent	retail_bank
2122	less affluent	retail_bank
2123	less affluent	retail_bank
2124	less affluent	retail_bank
2125	less affluent	retail_bank
2126	less affluent	retail_bank
2127	less affluent	retail_bank
2128	less affluent	retail_bank
2129	less affluent	retail_bank
2130	less affluent	retail_bank
2131	less affluent	retail_bank
2132	less affluent	retail_bank
2133	less affluent	retail_bank
2134	less affluent	retail_bank
2135	less affluent	retail_bank
2136	less affluent	retail_bank
2137	less affluent	retail_bank
2138	less affluent	retail_bank
2139	less affluent	retail_bank
2140	less affluent	retail_bank
2141	less affluent	retail_bank
2142	less affluent	retail_bank
2143	less affluent	retail_bank
2144	less affluent	retail_bank
2145	less affluent	retail_bank
2146	less affluent	retail_bank
2147	less affluent	retail_bank
2148	less affluent	retail_bank
2149	less affluent	retail_bank
2150	less affluent	retail_bank
2151	less affluent	retail_bank
2152	less affluent	retail_bank
2153	less affluent	retail_bank
2154	less affluent	retail_bank
2155	less affluent	retail_bank
2156	less affluent	retail_bank
2157	less affluent	retail_bank
2158	less affluent	retail_bank
2159	less affluent	retail_bank
2160	less affluent	retail_bank
2161	less affluent	retail_bank
2162	less affluent	retail_bank
2163	less affluent	retail_bank
2164	less affluent	retail_bank
2165	less affluent	retail_bank
2166	less affluent	retail_bank
2167	less affluent	retail_bank
2168	less affluent	retail_bank
2169	less affluent	retail_bank
2170	less affluent	retail_bank
2171	less affluent	retail_bank
2172	less affluent	retail_bank
2173	less affluent	retail_bank
2174	less affluent	retail_bank
2175	less affluent	retail_bank
2176	less affluent	retail_bank
2177	less affluent	retail_bank
2178	less affluent	retail_bank
2179	less affluent	retail_bank
2180	less affluent	retail_bank
2181	less affluent	retail_bank
2182	less affluent	retail_bank
2183	less affluent	retail_bank
2184	less affluent	retail_bank
2185	less affluent	retail_bank
2186	less affluent	retail_bank
2187	less affluent	retail_bank
2188	less affluent	retail_bank
2189	less affluent	retail_bank
2190	less affluent	retail_bank
2191	less affluent	retail_bank
2192	less affluent	retail_bank
2193	less affluent	retail_bank
2194	less affluent	retail_bank
2195	less affluent	retail_bank
2196	less affluent	retail_bank
2197	less affluent	retail_bank
2198	less affluent	retail_bank
2199	less affluent	retail_bank
2200	less affluent	retail_bank
2201	less affluent	retail_bank
2202	less affluent	retail_bank
2203	less affluent	retail_bank
2204	less affluent	retail_bank
2205	less affluent	retail_bank
2206	less affluent	retail_bank
2207	less affluent	retail_bank
2208	less affluent	retail_bank
2209	less affluent	retail_bank
2210	less affluent	retail_bank
2211	less affluent	retail_bank
2212	less affluent	retail_bank
2213	less affluent	retail_bank
2214	less affluent	retail_bank
2215	less affluent	retail_bank
2216	less affluent	retail_bank
2217	less affluent	retail_bank
2218	less affluent	retail_bank
2219	less affluent	retail_bank
2220	less affluent	retail_bank
2221	less affluent	retail_bank
2222	less affluent	retail_bank
2223	less affluent	retail_bank
2224	less affluent	retail_bank
2225	less affluent	retail_bank
2226	less affluent	retail_bank
2227	less affluent	retail_bank
2228	less affluent	retail_bank
2229	less affluent	retail_bank
2230	less affluent	retail_bank
2231	less affluent	retail_bank
2232	less affluent	retail_bank
2233	less affluent	retail_bank
2234	less affluent	retail_bank
2235	less affluent	retail_bank
2236	less affluent	retail_bank
2237	less affluent	retail_bank
2238	less affluent	retail_bank
2239	less affluent	retail_bank
2240	less affluent	retail_bank
2241	less affluent	retail_bank
2242	less affluent	retail_bank
2243	less affluent	retail_bank
2244	less affluent	retail_bank
2245	less affluent	retail_bank
2246	less affluent	retail_bank
2247	less affluent	retail_bank
2248	less affluent	retail_bank
2249	less affluent	retail_bank
2250	less affluent	retail_bank
2251	less affluent	retail_bank
2252	less affluent	retail_bank
2253	less affluent	retail_bank
2254	less affluent	retail_bank
2255	less affluent	retail_bank
2256	less affluent	retail_bank
2257	less affluent	retail_bank
2258	less affluent	retail_bank
2259	less affluent	retail_bank
2260	less affluent	retail_bank
2261	less affluent	retail_bank
2262	less affluent	retail_bank
2263	less affluent	retail_bank
2264	less affluent	retail_bank
2265	less affluent	retail_bank
2266	less affluent	retail_bank
2267	less affluent	retail_bank
2268	less affluent	retail_bank
2269	less affluent	retail_bank
2270	less affluent	retail_bank
2271	less affluent	retail_bank
2272	less affluent	retail_bank
2273	less affluent	retail_bank
2274	less affluent	retail_bank
2275	less affluent	retail_bank
2276	less affluent	retail_bank
2277	less affluent	retail_bank
2278	less affluent	retail_bank
2279	less affluent	retail_bank
2280	less affluent	retail_bank
2281	less affluent	retail_bank
2282	less affluent	retail_bank
2283	less affluent	retail_bank
2284	less affluent	retail_bank
2285	less affluent	retail_bank
2286	less affluent	retail_bank
2287	less affluent	retail_bank
2288	less affluent	retail_bank
2289	less affluent	retail_bank
2290	less affluent	retail_bank
2291	less affluent	retail_bank
2292	less affluent	retail_bank
2293	less affluent	retail_bank
2294	less affluent	retail_bank
2295	less affluent	retail_bank
2296	less affluent	retail_bank
2297	less affluent	retail_bank
2298	less affluent	retail_bank
2299	less affluent	retail_bank
2300	less affluent	retail_bank
2301	less affluent	retail_bank
2302	less affluent	retail_bank
2303	less affluent	retail_bank
2304	less affluent	retail_bank
2305	less affluent	retail_bank
2306	less affluent	retail_bank
2307	less affluent	retail_bank
2308	less affluent	retail_bank
2309	less affluent	retail_bank
2310	less affluent	retail_bank
2311	less affluent	retail_bank
2312	less affluent	retail_bank
2313	less affluent	retail_bank
2314	less affluent	retail_bank
2315	less affluent	retail_bank
2316	less affluent	retail_bank
2317	less affluent	retail_bank
2318	less affluent	retail_bank
2319	less affluent	retail_bank
2320	less affluent	retail_bank
2321	less affluent	retail_bank
2322	less affluent	retail_bank
2323	less affluent	retail_bank
2324	less affluent	retail_bank
2325	less affluent	retail_bank
2326	less affluent	retail_bank
2327	less affluent	retail_bank
2328	less affluent	retail_bank
2329	less affluent	retail_bank
2330	less affluent	retail_bank
2331	less affluent	retail_bank
2332	less affluent	retail_bank
2333	less affluent	retail_bank
2334	less affluent	retail_bank
2335	less affluent	retail_bank
2336	less affluent	retail_bank
2337	less affluent	retail_bank
2338	less affluent	retail_bank
2339	less affluent	retail_bank
2340	less affluent	retail_bank
2341	less affluent	retail_bank
2342	less affluent	retail_bank
2343	less affluent	retail_bank
2344	less affluent	retail_bank
2345	less affluent	retail_bank
2346	less affluent	retail_bank
2347	less affluent	retail_bank
2348	less affluent	retail_bank
2349	less affluent	retail_bank
2350	less affluent	retail_bank
2351	less affluent	retail_bank
2352	less affluent	retail_bank
2353	less affluent	retail_bank
2354	less affluent	retail_bank
2355	less affluent	retail_bank
2356	less affluent	retail_bank
2357	less affluent	retail_bank
2358	less affluent	retail_bank
2359	less affluent	retail_bank
2360	less affluent	retail_bank
2361	less affluent	retail_bank
2362	less affluent	retail_bank
2363	less affluent	retail_bank
2364	less affluent	retail_bank
2365	less affluent	retail_bank
2366	less affluent	retail_bank
2367	less affluent	retail_bank
2368	less affluent	retail_bank
2369	less affluent	retail_bank
2370	less affluent	retail_bank
2371	less affluent	retail_bank
2372	less affluent	retail_bank
2373	less affluent	retail_bank
2374	less affluent	retail_bank
2375	less affluent	retail_bank
2376	less affluent	retail_bank
2377	less affluent	retail_bank
2378	less affluent	retail_bank
2379	less affluent	retail_bank
2380	less affluent	retail_bank
2381	less affluent	retail_bank
2382	less affluent	retail_bank
2383	less affluent	retail_bank
2384	less affluent	retail_bank
2385	less affluent	retail_bank
2386	less affluent	retail_bank
2387	less affluent	retail_bank
2388	less affluent	retail_bank
2389	less affluent	retail_bank
2390	less affluent	retail_bank
2391	less affluent	retail_bank
2392	less affluent	retail_bank
2393	less affluent	retail_bank
2394	less affluent	retail_bank
2395	less affluent	retail_bank
2396	less affluent	retail_bank
2397	less affluent	retail_bank
2398	less affluent	retail_bank
2399	less affluent	retail_bank
2400	less affluent	retail_bank
2401	less affluent	retail_bank
2402	less affluent	retail_bank
2403	less affluent	retail_bank
2404	less affluent	retail_bank
2405	less affluent	retail_bank
2406	less affluent	retail_bank
2407	less affluent	retail_bank
2408	less affluent	retail_bank
2409	less affluent	retail_bank
2410	less affluent	retail_bank
2411	less affluent	retail_bank
2412	less affluent	retail_bank
2413	less affluent	retail_bank
2414	less affluent	retail_bank
2415	less affluent	retail_bank
2416	less affluent	retail_bank
2417	less affluent	retail_bank
2418	less affluent	retail_bank
2419	less affluent	retail_bank
2420	less affluent	retail_bank
2421	less affluent	retail_bank
2422	less affluent	retail_bank
2423	less affluent	retail_bank
2424	less affluent	retail_bank
2425	less affluent	retail_bank
2426	less affluent	retail_bank
2427	less affluent	retail_bank
2428	less affluent	retail_bank
2429	less affluent	retail_bank
2430	less affluent	retail_bank
2431	less affluent	retail_bank
2432	less affluent	retail_bank
2433	less affluent	retail_bank
2434	less affluent	retail_bank
2435	less affluent	retail_bank
2436	less affluent	retail_bank
2437	less affluent	retail_bank
2438	less affluent	retail_bank
2439	less affluent	retail_bank
2440	less affluent	retail_bank
2441	less affluent	retail_bank
2442	less affluent	retail_bank
2443	less affluent	retail_bank
2444	less affluent	retail_bank
2445	less affluent	retail_bank
2446	less affluent	retail_bank
2447	less affluent	retail_bank
2448	less affluent	retail_bank
2449	less affluent	retail_bank
2450	less affluent	retail_bank
2451	less affluent	retail_bank
2452	less affluent	retail_bank
2453	less affluent	retail_bank
2454	less affluent	retail_bank
2455	less affluent	retail_bank
2456	less affluent	retail_bank
2457	less affluent	retail_bank
2458	less affluent	retail_bank
2459	less affluent	retail_bank
2460	less affluent	retail_bank
2461	less affluent	retail_bank
2462	less affluent	retail_bank
2463	less affluent	retail_bank
2464	less affluent	retail_bank
2465	less affluent	retail_bank
2466	less affluent	retail_bank
2467	less affluent	retail_bank
2468	less affluent	retail_bank
2469	less affluent	retail_bank
2470	less affluent	retail_bank
2471	less affluent	retail_bank
2472	less affluent	retail_bank
2473	less affluent	retail_bank
2474	less affluent	retail_bank
2475	less affluent	retail_bank
2476	less affluent	retail_bank
2477	less affluent	retail_bank
2478	less affluent	retail_bank
2479	less affluent	retail_bank
2480	less affluent	retail_bank
2481	less affluent	retail_bank
2482	less affluent	retail_bank
2483	less affluent	retail_bank
2484	less affluent	retail_bank
2485	less affluent	retail_bank
2486	less affluent	retail_bank
2487	less affluent	retail_bank
2488	less affluent	retail_bank
2489	less affluent	retail_bank
2490	less affluent	retail_bank
2491	less affluent	retail_bank
2492	less affluent	retail_bank
2493	less affluent	retail_bank
2494	less affluent	retail_bank
2495	less affluent	retail_bank
2496	less affluent	retail_bank
2497	less affluent	retail_bank
2498	less affluent	retail_bank
2499	less affluent	retail_bank
2500	less affluent	retail_bank
2501	less affluent	retail_bank
2502	less affluent	retail_bank
2503	less affluent	retail_bank
2504	less affluent	retail_bank
2505	less affluent	retail_bank
2506	less affluent	retail_bank
2507	less affluent	retail_bank
2508	less affluent	retail_bank
2509	less affluent	retail_bank
2510	less affluent	retail_bank
2511	less affluent	retail_bank
2512	less affluent	retail_bank
2513	less affluent	retail_bank
2514	less affluent	retail_bank
2515	less affluent	retail_bank
2516	less affluent	retail_bank
2517	less affluent	retail_bank
2518	less affluent	retail_bank
2519	less affluent	retail_bank
2520	less affluent	retail_bank
2521	less affluent	retail_bank
2522	less affluent	retail_bank
2523	less affluent	retail_bank
2524	less affluent	retail_bank
2525	less affluent	retail_bank
2526	less affluent	retail_bank
2527	less affluent	retail_bank
2528	less affluent	retail_bank
2529	less affluent	retail_bank
2530	less affluent	retail_bank
2531	less affluent	retail_bank
2532	less affluent	retail_bank
2533	less affluent	retail_bank
2534	less affluent	retail_bank
2535	less affluent	retail_bank
2536	less affluent	retail_bank
2537	less affluent	retail_bank
2538	less affluent	retail_bank
2539	less affluent	retail_bank
2540	less affluent	retail_bank
2541	less affluent	retail_bank
2542	less affluent	retail_bank
2543	less affluent	retail_bank
2544	less affluent	retail_bank
2545	less affluent	retail_bank
2546	less affluent	retail_bank
2547	less affluent	retail_bank
2548	less affluent	retail_bank
2549	less affluent	retail_bank
2550	less affluent	retail_bank
2551	less affluent	retail_bank
2552	less affluent	retail_bank
2553	less affluent	retail_bank
2554	less affluent	retail_bank
2555	less affluent	retail_bank
2556	less affluent	retail_bank
2557	less affluent	retail_bank
2558	less affluent	retail_bank
2559	less affluent	retail_bank
2560	less affluent	retail_bank
2561	less affluent	retail_bank
2562	less affluent	retail_bank
2563	less affluent	retail_bank
2564	less affluent	retail_bank
2565	less affluent	retail_bank
2566	less affluent	retail_bank
2567	less affluent	retail_bank
2568	less affluent	retail_bank
2569	less affluent	retail_bank
2570	less affluent	retail_bank
2571	less affluent	retail_bank
2572	less affluent	retail_bank
2573	less affluent	retail_bank
2574	less affluent	retail_bank
2575	less affluent	retail_bank
2576	less affluent	retail_bank
2577	less affluent	retail_bank
2578	less affluent	retail_bank
2579	less affluent	retail_bank
2580	less affluent	retail_bank
2581	less affluent	retail_bank
2582	less affluent	retail_bank
2583	less affluent	retail_bank
2584	less affluent	retail_bank
2585	less affluent	retail_bank
2586	less affluent	retail_bank
2587	less affluent	retail_bank
2588	less affluent	retail_bank
2589	less affluent	retail_bank
2590	less affluent	retail_bank
2591	less affluent	retail_bank
2592	less affluent	retail_bank
2593	less affluent	retail_bank
2594	less affluent	retail_bank
2595	less affluent	retail_bank
2596	less affluent	retail_bank
2597	less affluent	retail_bank
2598	less affluent	retail_bank
2599	less affluent	retail_bank
2600	less affluent	retail_bank
2601	less affluent	retail_bank
2602	less affluent	retail_bank
2603	less affluent	retail_bank
2604	less affluent	retail_bank
2605	less affluent	retail_bank
2606	less affluent	retail_bank
2607	less affluent	retail_bank
2608	less affluent	retail_bank
2609	less affluent	retail_bank
2610	less affluent	retail_bank
2611	less affluent	retail_bank
2612	less affluent	retail_bank
2613	less affluent	retail_bank
2614	less affluent	retail_bank
2615	less affluent	retail_bank
2616	less affluent	retail_bank
2617	less affluent	retail_bank
2618	less affluent	retail_bank
2619	less affluent	retail_bank
2620	less affluent	retail_bank
2621	less affluent	retail_bank
2622	less affluent	retail_bank
2623	less affluent	retail_bank
2624	less affluent	retail_bank
2625	less affluent	retail_bank
2626	less affluent	retail_bank
2627	less affluent	retail_bank
2628	less affluent	retail_bank
2629	less affluent	retail_bank
2630	less affluent	retail_bank
2631	less affluent	retail_bank
2632	less affluent	retail_bank
2633	less affluent	retail_bank
2634	less affluent	retail_bank
2635	less affluent	retail_bank
2636	less affluent	retail_bank
2637	less affluent	retail_bank
2638	less affluent	retail_bank
2639	less affluent	retail_bank
2640	less affluent	retail_bank
2641	less affluent	retail_bank
2642	less affluent	retail_bank
2643	less affluent	retail_bank
2644	less affluent	retail_bank
2645	less affluent	retail_bank
2646	less affluent	retail_bank
2647	less affluent	retail_bank
2648	less affluent	retail_bank
2649	less affluent	retail_bank
2650	less affluent	retail_bank
2651	less affluent	retail_bank
2652	less affluent	retail_bank
2653	less affluent	retail_bank
2654	less affluent	retail_bank
2655	less affluent	retail_bank
2656	less affluent	retail_bank
2657	less affluent	retail_bank
2658	less affluent	retail_bank
2659	less affluent	retail_bank
2660	less affluent	retail_bank
2661	less affluent	retail_bank
2662	less affluent	retail_bank
2663	less affluent	retail_bank
2664	less affluent	retail_bank
2665	less affluent	retail_bank
2666	less affluent	retail_bank
2667	less affluent	retail_bank
2668	less affluent	retail_bank
2669	less affluent	retail_bank
2670	less affluent	retail_bank
2671	less affluent	retail_bank
2672	less affluent	retail_bank
2673	less affluent	retail_bank
2674	less affluent	retail_bank
2675	less affluent	retail_bank
2676	less affluent	retail_bank
2677	less affluent	retail_bank
2678	less affluent	retail_bank
2679	less affluent	retail_bank
2680	less affluent	retail_bank
2681	less affluent	retail_bank
2682	less affluent	retail_bank
2683	less affluent	retail_bank
2684	less affluent	retail_bank
2685	less affluent	retail_bank
2686	less affluent	retail_bank
2687	less affluent	retail_bank
2688	less affluent	retail_bank
2689	less affluent	retail_bank
2690	less affluent	retail_bank
2691	less affluent	retail_bank
2692	less affluent	retail_bank
2693	less affluent	retail_bank
2694	less affluent	retail_bank
2695	less affluent	retail_bank
2696	less affluent	retail_bank
2697	less affluent	retail_bank
2698	less affluent	retail_bank
2699	less affluent	retail_bank
2700	less affluent	retail_bank
2701	less affluent	retail_bank
2702	less affluent	retail_bank
2703	less affluent	retail_bank
2704	less affluent	retail_bank
2705	less affluent	retail_bank
2706	less affluent	retail_bank
2707	less affluent	retail_bank
2708	less affluent	retail_bank
2709	less affluent	retail_bank
2710	less affluent	retail_bank
2711	less affluent	retail_bank
2712	less affluent	retail_bank
2713	less affluent	retail_bank
2714	less affluent	retail_bank
2715	less affluent	retail_bank
2716	less affluent	retail_bank
2717	less affluent	retail_bank
2718	less affluent	retail_bank
2719	less affluent	retail_bank
2720	less affluent	retail_bank
2721	less affluent	retail_bank
2722	less affluent	retail_bank
2723	less affluent	retail_bank
2724	less affluent	retail_bank
2725	less affluent	retail_bank
2726	less affluent	retail_bank
2727	less affluent	retail_bank
2728	less affluent	retail_bank
2729	less affluent	retail_bank
2730	less affluent	retail_bank
2731	less affluent	retail_bank
2732	less affluent	retail_bank
2733	less affluent	retail_bank
2734	less affluent	retail_bank
2735	less affluent	retail_bank
2736	less affluent	retail_bank
2737	less affluent	retail_bank
2738	less affluent	retail_bank
2739	less affluent	retail_bank
2740	less affluent	retail_bank
2741	less affluent	retail_bank
2742	less affluent	retail_bank
2743	less affluent	retail_bank
2744	less affluent	retail_bank
2745	less affluent	retail_bank
2746	less affluent	retail_bank
2747	less affluent	retail_bank
2748	less affluent	retail_bank
2749	less affluent	retail_bank
2750	less affluent	retail_bank
2751	less affluent	retail_bank
2752	less affluent	retail_bank
2753	less affluent	retail_bank
2754	less affluent	retail_bank
2755	less affluent	retail_bank
2756	less affluent	retail_bank
2757	less affluent	retail_bank
2758	less affluent	retail_bank
2759	less affluent	retail_bank
2760	less affluent	retail_bank
2761	less affluent	retail_bank
2762	less affluent	retail_bank
2763	less affluent	retail_bank
2764	less affluent	retail_bank
2765	less affluent	retail_bank
2766	less affluent	retail_bank
2767	less affluent	retail_bank
2768	less affluent	retail_bank
2769	less affluent	retail_bank
2770	less affluent	retail_bank
2771	less affluent	retail_bank
2772	less affluent	retail_bank
2773	less affluent	retail_bank
2774	less affluent	retail_bank
2775	less affluent	retail_bank
2776	less affluent	retail_bank
2777	less affluent	retail_bank
2778	less affluent	retail_bank
2779	less affluent	retail_bank
2780	less affluent	retail_bank
2781	less affluent	retail_bank
2782	less affluent	retail_bank
2783	less affluent	retail_bank
2784	less affluent	retail_bank
2785	less affluent	retail_bank
2786	less affluent	retail_bank
2787	less affluent	retail_bank
2788	less affluent	retail_bank
2789	less affluent	retail_bank
2790	less affluent	retail_bank
2791	less affluent	retail_bank
2792	less affluent	retail_bank
2793	less affluent	retail_bank
2794	less affluent	retail_bank
2795	less affluent	retail_bank
2796	less affluent	retail_bank
2797	less affluent	retail_bank
2798	less affluent	retail_bank
2799	less affluent	retail_bank
2800	less affluent	retail_bank
2801	less affluent	retail_bank
2802	less affluent	retail_bank
2803	less affluent	retail_bank
2804	less affluent	retail_bank
2805	less affluent	retail_bank
2806	less affluent	retail_bank
2807	less affluent	retail_bank
2808	less affluent	retail_bank
2809	less affluent	retail_bank
2810	less affluent	retail_bank
2811	less affluent	retail_bank
2812	less affluent	retail_bank
2813	less affluent	retail_bank
2814	less affluent	retail_bank
2815	less affluent	retail_bank
2816	less affluent	retail_bank
2817	less affluent	retail_bank
2818	less affluent	retail_bank
2819	less affluent	retail_bank
2820	less affluent	retail_bank
2821	less affluent	retail_bank
2822	less affluent	retail_bank
2823	less affluent	retail_bank
2824	less affluent	retail_bank
2825	less affluent	retail_bank
2826	less affluent	retail_bank
2827	less affluent	retail_bank
2828	less affluent	retail_bank
2829	less affluent	retail_bank
2830	less affluent	retail_bank
2831	less affluent	retail_bank
2832	less affluent	retail_bank
2833	less affluent	retail_bank
2834	less affluent	retail_bank
2835	less affluent	retail_bank
2836	less affluent	retail_bank
2837	less affluent	retail_bank
2838	less affluent	retail_bank
2839	less affluent	retail_bank
2840	less affluent	retail_bank
2841	less affluent	retail_bank
2842	less affluent	retail_bank
2843	less affluent	retail_bank
2844	less affluent	retail_bank
2845	less affluent	retail_bank
2846	less affluent	retail_bank
2847	less affluent	retail_bank
2848	less affluent	retail_bank
2849	less affluent	retail_bank
2850	less affluent	retail_bank
2851	less affluent	retail_bank
2852	less affluent	retail_bank
2853	less affluent	retail_bank
2854	less affluent	retail_bank
2855	less affluent	retail_bank
2856	less affluent	retail_bank
2857	less affluent	retail_bank
2858	less affluent	retail_bank
2859	less affluent	retail_bank
2860	less affluent	retail_bank
2861	less affluent	retail_bank
2862	less affluent	retail_bank
2863	less affluent	retail_bank
2864	less affluent	retail_bank
2865	less affluent	retail_bank
2866	less affluent	retail_bank
2867	less affluent	retail_bank
2868	less affluent	retail_bank
2869	less affluent	retail_bank
2870	less affluent	retail_bank
2871	less affluent	retail_bank
2872	less affluent	retail_bank
2873	less affluent	retail_bank
2874	less affluent	retail_bank
2875	less affluent	retail_bank
2876	less affluent	retail_bank
2877	less affluent	retail_bank
2878	less affluent	retail_bank
2879	less affluent	retail_bank
2880	less affluent	retail_bank
2881	less affluent	retail_bank
2882	less affluent	retail_bank
2883	less affluent	retail_bank
2884	less affluent	retail_bank
2885	less affluent	retail_bank
2886	less affluent	retail_bank
2887	less affluent	retail_bank
2888	less affluent	retail_bank
2889	less affluent	retail_bank
2890	less affluent	retail_bank
2891	less affluent	retail_bank
2892	less affluent	retail_bank
2893	less affluent	retail_bank
2894	less affluent	retail_bank
2895	less affluent	retail_bank
2896	less affluent	retail_bank
2897	less affluent	retail_bank
2898	less affluent	retail_bank
2899	less affluent	retail_bank
2900	less affluent	retail_bank
2901	less affluent	retail_bank
2902	less affluent	retail_bank
2903	less affluent	retail_bank
2904	less affluent	retail_bank
2905	less affluent	retail_bank
2906	less affluent	retail_bank
2907	less affluent	retail_bank
2908	less affluent	retail_bank
2909	less affluent	retail_bank
2910	less affluent	retail_bank
2911	less affluent	retail_bank
2912	less affluent	retail_bank
2913	less affluent	retail_bank
2914	less affluent	retail_bank
2915	less affluent	retail_bank
2916	less affluent	retail_bank
2917	less affluent	retail_bank
2918	less affluent	retail_bank
2919	less affluent	retail_bank
2920	less affluent	retail_bank
2921	less affluent	retail_bank
2922	less affluent	retail_bank
2923	less affluent	retail_bank
2924	less affluent	retail_bank
2925	less affluent	retail_bank
2926	less affluent	retail_bank
2927	less affluent	retail_bank
2928	less affluent	retail_bank
2929	less affluent	retail_bank
2930	less affluent	retail_bank
2931	less affluent	retail_bank
2932	less affluent	retail_bank
2933	less affluent	retail_bank
2934	less affluent	retail_bank
2935	less affluent	retail_bank
2936	less affluent	retail_bank
2937	less affluent	retail_bank
2938	less affluent	retail_bank
2939	less affluent	retail_bank
2940	less affluent	retail_bank
2941	less affluent	retail_bank
2942	less affluent	retail_bank
2943	less affluent	retail_bank
2944	less affluent	retail_bank
2945	less affluent	retail_bank
2946	less affluent	retail_bank
2947	less affluent	retail_bank
2948	less affluent	retail_bank
2949	less affluent	retail_bank
2950	less affluent	retail_bank
2951	less affluent	retail_bank
2952	less affluent	retail_bank
2953	less affluent	retail_bank
2954	less affluent	retail_bank
2955	less affluent	retail_bank
2956	less affluent	retail_bank
2957	less affluent	retail_bank
2958	less affluent	retail_bank
2959	less affluent	retail_bank
2960	less affluent	retail_bank
2961	less affluent	retail_bank
2962	less affluent	retail_bank
2963	less affluent	retail_bank
2964	less affluent	retail_bank
2965	less affluent	retail_bank
2966	less affluent	retail_bank
2967	less affluent	retail_bank
2968	less affluent	retail_bank
2969	less affluent	retail_bank
2970	less affluent	retail_bank
2971	less affluent	retail_bank
2972	less affluent	retail_bank
2973	less affluent	retail_bank
2974	less affluent	retail_bank
2975	less affluent	retail_bank
2976	less affluent	retail_bank
2977	less affluent	retail_bank
2978	less affluent	retail_bank
2979	less affluent	retail_bank
2980	less affluent	retail_bank
2981	less affluent	retail_bank
2982	less affluent	retail_bank
2983	less affluent	retail_bank
2984	less affluent	retail_bank
2985	less affluent	retail_bank
2986	less affluent	retail_bank
2987	less affluent	retail_bank
2988	less affluent	retail_bank
2989	less affluent	retail_bank
2990	less affluent	retail_bank
2991	less affluent	retail_bank
2992	less affluent	retail_bank
